Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,9.366666793823242,10.800000190734863,9.111332893371582,10.751333236694336,414105000,16.694231905466005,16.958190545938862,16.676861715414177,16.94764518737793,332561600,19.60650062561035,19.931499481201172,19.56450080871582,19.87700080871582,46802000,56.068350188308635,57.379193375307885,55.710846812175085,57.339473724365234,37503600,28.13152323767309,28.45413485897214,27.887770762464125,28.414579391479492,99676216,28.814984057556682,29.76912388108496,28.732016753336737,29.686153411865234,41623300,0.3639635433758412,0.3740998295271654,0.3623134287156102,0.37339264154434204,241828000
2014-01-15,11.229999542236328,11.482000350952148,10.80666732788086,10.942000389099121,306984000,17.16879439876727,17.375990919886174,17.111101398787024,17.287900924682617,391638800,19.94700050354004,19.965499877929688,19.62649917602539,19.793500900268555,53566000,57.577800694244964,58.16370810134201,56.87272677045021,57.200435638427734,33663400,28.503330586690506,28.553020084525084,28.275895165047835,28.39529800415039,78300393,29.785732554188368,30.524152684180553,29.744245716772,30.49925994873047,44812600,0.37504267699864624,0.3788143269924763,0.3733925906641926,0.3773999512195587,175044000
2014-01-16,10.833333015441895,11.513333320617676,10.826666831970215,11.39799976348877,179391000,17.211603903323034,17.272088144420064,17.111726138343318,17.191442489624023,229278000,19.68400001525879,19.964500427246094,19.470500946044922,19.790000915527344,52024000,56.86279567429436,57.617525807918,56.43578199466684,56.79328155517578,34541800,28.407167682341615,28.62545732446746,28.3799744780617,28.58318328857422,67608467,30.44117696560203,30.69838075456761,30.12589857719352,30.607114791870117,38018700,0.3773998472725551,0.3792856717500587,0.37574976139258354,0.3785784840583801,220652000
2014-01-17,11.345999717712402,11.546667098999023,11.196666717529297,11.333999633789062,138093000,17.105527156766286,17.123826653620345,16.746343830762626,16.770227432250977,426739600,19.71299934387207,20.17449951171875,19.683000564575195,19.980499267578125,90102000,56.902513608957065,57.41890686407989,55.681046477665284,55.90945053100586,40849200,28.598756092432655,28.69220196146803,28.286032373462916,28.44251823425293,108457005,30.557338385585137,30.557338385585137,29.99315162494162,30.183979034423828,46267500,0.3785785347781034,0.3830573720248373,0.3745711747895992,0.376928448677063,340400000
2014-01-21,11.416000366210938,11.81933307647705,11.387332916259766,11.778667449951172,146020500,16.780154850315842,17.06179352607092,16.762474887568537,17.030776977539062,328526800,20.149999618530273,20.389999389648438,20.079999923706055,20.352500915527344,62442000,56.207371732078705,58.17364006625216,56.10806693421489,58.104122161865234,48669200,28.699617911842008,28.775512391315395,28.461552440309717,28.768096923828125,79492846,30.549032165716827,30.549032165716827,29.91847232424914,30.009735107421875,31567300,0.37739991064770845,0.38070011106275764,0.3743354769707002,0.3783428370952606,246076000
2014-01-22,11.854000091552734,12.021332740783691,11.650667190551758,11.904000282287598,105339000,17.087842026265076,17.285732297998585,16.991688113614668,17.10645294189453,379985200,20.399999618530273,20.402999877929688,20.100000381469727,20.226999282836914,41210000,58.44176979575377,58.89858176237582,56.703909136546734,57.11106491088867,61352900,28.84003532708082,28.871679325461546,28.64844667735735,28.800729751586914,63091600,30.084408324143944,30.13419061586083,29.661269922051925,29.81061363220215,21904300,0.3790499115794865,0.37952136061185027,0.3733924388883796,0.3778712749481201,337940000
2014-01-23,11.815333366394043,12.158666610717773,11.561332702636719,12.100000381469727,118011000,17.05775417314525,17.261228540424295,16.898634577452533,17.25130271911621,403239200,20.049999237060547,20.308500289916992,19.88949966430664,19.993499755859375,60508000,55.978968817466985,56.28681975835132,55.303685571048966,56.23716735839844,47951800,28.676629490252598,28.738185257949773,28.53744889884675,28.679101943969727,78256228,29.943363761174886,29.976551956224796,29.470443059215388,29.918474197387695,43954000,0.37669271455123693,0.380700074288703,0.3736282530693207,0.37645697593688965,185028000
2014-01-24,11.856666564941406,12.031999588012695,11.5686674118042,11.640000343322754,114964500,17.18368273295165,17.233931371685113,16.896771520255896,16.937715530395508,429354800,19.908000946044922,20.010000228881836,19.363500595092773,19.3799991607666,89168000,55.76049660204115,56.028620315115816,54.022636114030334,54.072288513183594,55200700,28.454383558789228,28.51717555004189,27.761943209278712,27.782461166381836,156283602,31.07173558751232,31.154702906170428,30.308422962856305,30.54073715209961,76395500,0.3733924538060914,0.3748068290606035,0.36679208278656006,0.36679208278656006,246696000
2014-01-27,11.677332878112793,11.861332893371582,10.980667114257812,11.307999610900879,130746000,17.061795782446836,17.208508184556965,16.927800431958637,17.075132369995117,554878800,19.524999618530273,19.704999923706055,19.024499893188477,19.31399917602539,78736000,54.35034648269422,54.55888883784862,51.49032351116476,53.178531646728516,73924100,27.838581874093983,27.84846979602752,26.755048887088734,27.22376251220703,174796734,30.590525466868467,30.60711956858512,29.852105347984395,29.89358901977539,44420800,0.36679217182878804,0.3719781688527566,0.3623133345028302,0.3644348978996277,233812000
2014-01-28,11.433333396911621,11.932000160217285,11.399999618530273,11.892000198364258,91401000,15.780457262256789,15.97400584784067,15.572949245217208,15.710358619689941,1065523200,19.3700008392334,19.73699951171875,19.356000900268555,19.721500396728516,57890000,53.645270063889605,54.89652792516165,53.625408346950664,54.75749969482422,48191200,27.448476019498052,27.829924852869812,27.439082210847502,27.762187957763672,88739375,29.968252534643028,30.192268097821472,29.661269651028302,30.09270668029785,36205500,0.36372757807748196,0.3682064137777443,0.3623132029929967,0.36797067523002625,167996000
2014-01-29,11.686667442321777,11.939332962036133,11.541999816894531,11.682000160217285,89032500,15.631261876906173,15.737341618353549,15.465938625775111,15.532005310058594,502810000,19.607999801635742,19.642499923706055,19.16200065612793,19.209999084472656,67646000,54.23117852451433,54.56882014266624,52.82102689991449,53.158668518066406,92995600,27.666023316222983,27.731039754760886,27.179014354251148,27.364423751831055,95552818,29.852111007279273,30.59882990108357,29.785737752831047,30.416297912597656,52745900,0.3665564331955033,0.3686779965923007,0.3641991592663429,0.3644348978996277,162944000
2014-01-30,11.866666793823242,12.3186674118042,11.800666809082031,12.189332962036133,128475000,15.587522563117842,15.710352925916041,15.40638132235795,15.501914024353027,678501600,19.688499450683594,20.3125,19.385000228881836,20.15049934387207,209478000,61.68907851807367,62.06644355559752,60.040593928766405,60.65629577636719,150178900,28.30581058740091,28.490973895316305,27.867008741297237,28.068239212036133,204419353,30.52414232284766,30.598814173848112,30.05951712051148,30.58222007751465,35036300,0.3665563876387202,0.37127096301202056,0.36537775082062474,0.3705637753009796,202896000
2014-01-31,11.923333168029785,12.399999618530273,11.900667190551758,12.093999862670898,97632000,15.359235026686042,15.556195974075681,15.308676620320417,15.527349472045898,464797200,18.58799934387207,18.772499084472656,17.88800048828125,17.934499740600586,323096000,60.05053225809157,62.930413233587274,59.75261027076837,62.135963439941406,87794600,28.95721276060202,29.332728470427536,28.45735119182281,29.195032119750977,223486554,30.65689707435337,31.436800742933386,30.333320054038264,31.39531707763672,93162300,0.36537769806589315,0.37221380748437255,0.36514198759685795,0.3700922727584839,335348000
2014-02-03,12.192667007446289,12.325332641601562,11.677332878112793,11.807332992553711,101473500,15.5896939463969,15.748503746152771,15.487026649335574,15.556194305419922,401464000,17.948999404907227,18.042499542236328,17.0049991607666,17.3075008392334,205616000,62.592771192859956,63.327639614875835,60.27893594706933,61.053524017333984,74866600,29.151275119719585,29.213572999774513,27.984682144009657,28.019784927368164,183449044,31.312351017138194,31.51977251703577,30.225461218274575,30.266944885253906,64063100,0.37268534798528336,0.373156797139968,0.36372770164259016,0.3651420772075653,431728000
2014-02-04,12.046667098999023,12.106666564941406,11.74666690826416,11.915332794189453,70294500,15.690187774055012,15.802161342480167,15.594343660564405,15.781378746032715,376681200,17.47949981689453,17.700000762939453,17.201000213623047,17.397499084472656,96258000,61.619567563307406,62.7020065459382,61.39116349390177,62.31471252441406,45985500,28.13251405017921,28.55302236851595,28.108287412671928,28.136716842651367,112897588,30.673491910103166,30.856020674792127,30.076116987482546,30.15908432006836,54697900,0.3649064004619233,0.36797086263843803,0.36302057542245836,0.36726367473602295,280692000
2014-02-05,11.886667251586914,12.03933334350586,11.290666580200195,11.628000259399414,109020000,15.712219612068724,15.982691684566639,15.702603556134363,15.89925479888916,328344800,17.299999237060547,17.4685001373291,16.886499404907227,17.322500228881836,88708000,62.30478611188756,62.72187083269501,60.844982012590634,61.75859832763672,51685100,28.265761372463025,28.448450323674436,27.886042860657547,28.261310577392578,96139007,30.109315822819873,30.258659606231646,29.702768153531828,29.719362258911133,55814400,0.36467061291258107,0.36584924980081895,0.3611346741469474,0.36396342515945435,214676000
2014-02-06,11.75333309173584,12.007332801818848,11.733332633972168,11.892000198364258,87624000,15.915478809223005,16.022818435305037,15.845270531601065,15.991926193237305,257765200,17.3700008392334,17.740999221801758,17.3700008392334,17.72949981689453,66714000,61.03365680434583,62.34449978442808,61.03365680434583,61.72880172729492,42086500,28.457350470745922,28.68058310575789,28.36884761740817,28.67563819885254,78155853,29.702758137482203,30.076117470111353,29.611492171172753,30.01803970336914,35351800,0.3644349047768317,0.36962090189866453,0.3639634556022874,0.3686780035495758,168380000
2014-02-07,12.067333221435547,12.442000389099121,11.973333358764648,12.435333251953125,133927500,16.268702028699398,16.317066779562712,16.143889875918486,16.215656280517578,370280400,17.948999404907227,18.09000015258789,17.624500274658203,18.054000854492188,86610000,61.83804995277649,64.1220947041358,61.78839754718436,63.87382888793945,60704300,28.865247045171113,29.119135439826216,28.69046958442684,29.107763290405273,105843245,30.13419269472297,30.35820827540243,29.876988917276037,30.33331871032715,33260500,0.3696208352379437,0.3745711209301868,0.36632066351039316,0.3740996718406677,157248000
2014-02-10,12.62266731262207,13.286666870117188,12.621333122253418,13.104000091552734,194560500,16.183826164458274,16.599764944482942,16.16323244636027,16.506155014038086,345559200,18.08049964904785,18.25,17.967500686645508,18.043500900268555,68994000,63.85396637503884,64.04264322981072,63.02972210604984,63.10916519165039,43666100,28.968337737117377,29.230383740544735,28.899614507693336,28.996274948120117,78099643,30.391391306064484,30.53243637084961,30.109298011494133,30.53243637084961,26767000,0.37362829730041003,0.38022867017338674,0.3733925586581554,0.37527838349342346,324372000
2014-02-11,13.264666557312012,13.479999542236328,12.846667289733887,13.107999801635742,160648500,16.5567064713013,16.779496266651954,16.522069759608364,16.723644256591797,282256800,18.091999053955078,18.180500030517578,17.8125,18.089500427246094,64442000,63.30777848849514,64.54910747846563,62.91055169641041,64.400146484375,45675600,29.17525684245238,29.464496065116226,28.97847716604189,29.42271614074707,82339476,30.598827084191967,30.914105552550172,30.58223298085707,30.839433670043945,32141400,0.3773999112908721,0.3840002840312965,0.3755141145943985,0.3830573856830597,235384000
2014-02-12,13.052000045776367,13.218000411987305,12.954667091369629,13.021332740783691,77605500,16.75452579127783,16.83596576352668,16.6387624143839,16.72238540649414,308100800,17.821500778198242,17.887500762939453,17.31599998474121,17.462499618530273,131754000,64.46966298782242,64.6086912337205,63.60570282780874,64.00292205810547,47282100,29.39353837107965,29.418261009931335,29.20516431995328,29.33643341064453,69238554,30.988781847138196,31.196203420853983,30.947298165395445,31.088346481323242,27051800,0.38423597285448025,0.39955827978378233,0.38423597285448025,0.3967295289039612,744528000
2014-02-13,12.88933277130127,13.514666557312012,12.883333206176758,13.308667182922363,120439500,16.683075862834063,17.001036995166125,16.668722918279567,16.987932205200195,307398000,17.385000228881836,17.860000610351562,17.325000762939453,17.860000610351562,83500000,63.734795032351876,66.86294555664062,63.605699546811735,66.86294555664062,61911700,29.189593448963937,29.663005828857422,29.162646355734932,29.663005828857422,73731331,30.972192848732085,31.411925599784876,30.972192848732085,31.204504013061523,37635500,0.40663003631588923,0.41158032146985774,0.3995582164393138,0.4092230200767517,902836000
2014-02-14,13.206666946411133,13.458666801452637,13.133333206176758,13.215332984924316,92370000,16.926771091418527,17.03629539678647,16.887456725095106,16.974199295043945,272924400,17.966999053955078,17.966999053955078,17.667499542236328,17.86750030517578,70404000,67.03177815279714,67.11122504155381,66.25718992860038,66.62461853027344,36694900,29.556947604931747,29.77400099225492,29.487482266856098,29.73469352722168,87795852,31.021956429296694,31.345533435732154,30.97217729907625,31.212783813476562,31407500,0.40545150676781677,0.4231310611292229,0.4052157681359627,0.4221881628036499,817536000
2014-02-18,13.682666778564453,13.733332633972168,13.423999786376953,13.579999923706055,139992000,17.036915549567567,17.198858980649774,17.024745629036662,17.036603927612305,260251600,17.763999938964844,17.786500930786133,17.47249984741211,17.6825008392334,99960000,66.47564943224032,67.07148580467644,65.61168176750208,66.8331527709961,43809900,29.700333741190956,29.98363790696373,29.66547706982295,29.9344425201416,84672187,31.45519460954323,31.580578799346043,31.271293971352247,31.279651641845703,32834000,0.4224239036997986,0.42383825119573937,0.41841651554232867,0.42195242643356323,428988000
2014-02-19,13.579999923706055,13.579999923706055,12.894000053405762,12.909333229064941,242535000,16.99792174481519,17.064697205539673,16.673409769965986,16.767642974853516,313768000,17.631999969482422,17.726999282836914,17.30500030517578,17.368999481201172,83362000,66.58488704271275,68.6008040190623,66.53523085477022,67.58787536621094,62087100,29.796499753554347,29.89340819616965,29.603674878793385,29.723325729370117,84459392,31.112478164499443,31.555508119020594,31.104117303809957,31.354888916015625,29750400,0.42195244595346076,0.43138157020054113,0.4200666211040447,0.427609920501709,450340000
2014-02-20,14.333999633789062,14.347332954406738,13.751333236694336,13.998000144958496,270034500,16.63096461557164,16.756090014669457,16.506464126905346,16.573551177978516,305858000,17.440000534057617,17.523000717163086,17.2189998626709,17.489999771118164,69856000,67.26017389549084,69.62366158486944,65.27404749472771,69.14698791503906,130928900,29.74310168636427,29.835807336889342,29.670915886071818,29.76708221435547,68287001,31.4050535483009,31.65582523264653,31.2629507630412,31.555517196655273,27526100,0.42855278106842376,0.4436393504318708,0.4278456214005871,0.4426964521408081,398088000
2014-02-21,14.109333038330078,14.26533317565918,13.946000099182129,13.973333358764648,117282000,16.624727120206117,16.680269170307884,16.36917369832473,16.389455795288086,278784800,17.621999740600586,17.707000732421875,17.337499618530273,17.33799934387207,84200000,69.20657228676993,69.47469599951151,67.97516854459323,68.11419677734375,70932400,29.85854953495152,29.909475263097622,29.735686009637256,29.759170532226562,74771214,31.714323713406564,32.057045599382626,31.647452783543017,31.747760772705078,38021300,0.4419891247901926,0.44764659705267906,0.43656739107648496,0.43939611315727234,451052000
2014-02-24,13.917332649230957,14.557332992553711,13.887999534606934,14.510000228881836,124176000,16.32392779197937,16.53517252506289,16.301149388977603,16.461219787597656,288909600,17.25950050354004,17.649999618530273,17.164499282836914,17.589000701904297,72894000,68.26315193372274,70.94442671453135,68.06454235431609,70.28900146484375,76620300,29.797983259326887,30.163857157662445,29.791554122927867,29.97473907470703,67223027,31.50535774230957,31.74777172273385,31.379973509794468,31.50535774230957,32085100,0.43845334576476125,0.4490610778030909,0.43444598594824296,0.44576090574264526,403112000
2014-02-25,15.333333015441895,17.280000686645508,15.229999542236328,16.53333282470703,490225500,16.51832234608152,16.524249829798904,16.256839825681507,16.289915084838867,231952000,17.649999618530273,18.054000854492188,17.57900047302246,17.916000366210938,74728000,70.45782351596998,70.50747970127725,68.9682288743937,69.3654556274414,52077000,30.05953343987583,30.27114592896564,29.923071421960213,30.159900665283203,57763704,31.438483824606372,31.639099853205472,31.221146073434017,31.37997055053711,30736500,0.4451687884786368,0.4470631275925435,0.43901219341538866,0.44374802708625793,242184000
2014-02-26,17.238666534423828,17.666667938232422,16.5,16.866666793823242,369069000,16.338280156756355,16.381652274243102,16.088342643053956,16.142948150634766,276217200,17.993000030517578,18.237499237060547,17.85849952697754,17.989999771118164,72442000,69.70311304396864,70.72596699540443,68.37240432816522,68.7795639038086,55322700,30.25878466253596,30.3794256247088,30.005640262411926,30.164104461669922,79585191,31.413412988692745,31.547158093535472,31.08740630619969,31.321462631225586,41041800,0.4428009453227278,0.4494311192107265,0.4416169867080066,0.443037748336792,360884000
2014-02-27,17.416667938232422,17.459999084472656,16.55533218383789,16.836000442504883,269187000,16.136399971252914,16.49960468035907,16.10238817007993,16.464969635009766,301882000,17.861000061035156,18.029499053955078,17.774999618530273,18.006500244140625,62098000,68.85898826290078,69.52434626463965,68.39225499354997,68.4617691040039,41653700,30.120101368347544,30.264472967648928,30.085984916852524,30.140371322631836,50588912,31.304740849915,31.672539052927963,31.120840154041268,31.647462844848633,33903400,0.4430378094000811,0.44753684146499706,0.43688121246385564,0.43806517124176025,388848000
2014-02-28,16.643333435058594,16.845333099365234,16.170000076293945,16.320667266845703,218847000,16.508962858797492,16.623479795217353,16.291788954474935,16.420347213745117,371968800,18.030000686645508,18.293500900268555,17.854000091552734,18.104999542236328,77640000,68.98809565781083,69.39524759429051,66.91258981231356,67.98509979248047,66783700,30.168306518527952,30.263482728257827,29.819243784263456,30.052364349365234,92890878,31.74777713656791,32.14901248875971,31.614032019170644,32.02362823486328,41215000,0.4356973063411845,0.4399595641023075,0.42883032766276197,0.4352237284183502,321692000
2014-03-03,15.817333221435547,16.77666664123535,15.666000366210938,16.70400047302246,196339500,16.332353069032294,16.557952432568133,16.313319127798376,16.467775344848633,238781200,17.937000274658203,18.04800033569336,17.724000930786133,17.98900032043457,55966000,66.49550747942216,67.57795025048273,66.04863209342032,66.94239044189453,56824100,29.832344690111114,29.859291783705388,29.47116768694904,29.731977462768555,84507572,31.697615852634055,31.873158878669297,31.338178504761736,31.580589294433594,29717500,0.4255151161408203,0.4330924451351166,0.4217264375297731,0.4330924451351166,375948000
2014-03-04,17.23200035095215,17.333332061767578,16.85533332824707,16.98933219909668,131184000,16.568879161072555,16.62005184907372,16.468091895767145,16.576366424560547,259140000,18.19499969482422,18.284000396728516,18.12299919128418,18.19499969482422,54088000,68.18371804497197,68.42205107441933,67.15093148207288,68.32274627685547,42013500,30.03629541957471,30.061018062054746,29.900329405108366,30.03407096862793,58928052,31.93167222895835,32.16572534588107,31.823003343786564,32.10721206665039,26802400,0.43522363539848863,0.44043304789187837,0.4345132545521625,0.437591552734375,260344000
2014-03-05,17.114667892456055,17.132667541503906,16.786666870117188,16.8439998626709,89035500,16.566379056084564,16.685885285947816,16.510523716645174,16.611310958862305,200062800,18.206499099731445,18.636499404907227,18.19499969482422,18.618499755859375,76966000,69.20657603746817,71.47075889522328,69.13706191732554,71.07353210449219,74567700,30.03753288525861,30.23604478908692,29.94754768801312,30.11688804626465,49597208,31.973468060243988,31.990186596126264,31.705977863596928,31.856441497802734,20520100,0.4371178573838689,0.44161691633959743,0.4352235464843994,0.441380113363266,241472000
2014-03-06,16.94266700744629,17.166667938232422,16.6299991607666,16.862667083740234,110416500,16.624727527096447,16.67621349235129,16.47838513660091,16.561073303222656,185488800,18.702499389648438,18.76650047302246,18.44499969482422,18.607999801635742,58532000,71.38137357912844,71.39130633163452,69.76268343826803,70.34858703613281,46026500,30.216263679049646,30.31193588767199,30.125290267755954,30.150259017944336,50914126,31.881510736809552,31.965103397944553,31.67253386707301,31.88987159729004,23582200,0.4420906788689654,0.4444585967109441,0.43451334742019515,0.4352237284183502,290144000
2014-03-07,16.862667083740234,16.989999771118164,16.29400062561035,16.413999557495117,117184500,16.57167750644338,16.599448522211187,16.414413402030583,16.551395416259766,220729600,18.729000091552734,18.749500274658203,18.476499557495117,18.60300064086914,45596000,70.58692301239446,70.68622780153783,68.98809090483616,69.31580352783203,38927000,30.32800579563993,30.332702699951245,29.94828730219298,30.031103134155273,60831159,31.99853739904023,32.065411528210255,31.505351856980248,31.68089485168457,26591600,0.4371179677563527,0.43782834863692294,0.43143497716739576,0.4347500503063202,268452000
2014-03-10,16.18000030517578,16.200000762939453,15.737333297729492,15.922666549682617,115921500,16.486491717762217,16.64157112297136,16.48586680746732,16.56637191772461,178584000,18.63450050354004,18.636499404907227,18.350000381469727,18.526500701904297,42116000,70.2790728348908,71.64950477317161,70.02088188181288,71.53033447265625,59871600,30.05335330448285,30.101560470483317,29.766588441542215,29.951501846313477,48766105,31.75613489767924,31.77285024557767,31.530439436232648,31.614028930664062,19006600,0.43332937550862793,0.4352237153709828,0.42646239703606736,0.42835673689842224,300888000
2014-03-11,15.766667366027832,16.30666732788086,15.495332717895508,15.62733268737793,132151500,16.707726658904008,16.810383620211333,16.61848444263384,16.72769546508789,279224400,18.54949951171875,18.639999389648438,18.36400032043457,18.44099998474121,44922000,71.9970688866863,72.0864409217023,69.4746879089281,69.61371612548828,59408300,30.00588694018742,30.01948543446283,29.582412070706997,29.66522979736328,68776830,31.655824419707066,31.956751708687825,31.530440175121672,31.781211853027344,25216400,0.4304878921128572,0.4364077153252368,0.4290671582532457,0.43261903524398804,297220000
2014-03-12,15.433333396911621,16.5,15.407333374023438,16.099332809448242,146316000,16.678391867282624,16.767007485425143,16.600071438580734,16.74391746520996,199326400,18.31999969482422,18.558000564575195,18.180500030517578,18.531999588012695,44332000,69.37539221483819,70.85505418585406,68.5213573003395,70.38831329345703,46340500,29.57648008820269,29.859538144362556,29.274634414920147,29.8459415435791,78866507,31.597303416946385,32.12392604403682,31.58894574484265,31.99018096923828,30494100,0.4304878899937578,0.4364077131769968,0.42883035305179923,0.433802992105484,239428000
2014-03-13,16.252666473388672,16.279333114624023,15.600000381469727,15.852666854858398,93544500,16.769826412902447,16.83909651208941,16.51146334087717,16.55795669555664,257742800,18.83099937438965,19.155500411987305,18.40399932861328,18.57550048828125,136580000,70.79546562275651,70.85504698118442,67.67724825720006,68.35253143310547,57091000,29.8620084737529,29.925048463447627,29.288723008142934,29.3950252532959,94175675,32.11556490111821,32.140644294677365,31.463558065793855,31.672534942626953,32169700,0.4347499388343582,0.4364075032066156,0.41793771795874035,0.4200688600540161,385172000
2014-03-14,15.685999870300293,15.795999526977539,15.221332550048828,15.39799976348877,124345500,16.49991617983439,16.56544347213158,16.319250359316623,16.371984481811523,237199200,18.639999389648438,18.928499221801758,18.577499389648438,18.687000274658203,88044000,68.01489178922297,68.94837355777288,66.99203797549892,67.25023651123047,48227000,29.220248507951503,29.43977437297075,28.986385819463493,28.993061065673828,92099924,31.471921003640386,31.881513923574463,31.354891266353498,31.513715744018555,27195600,0.4158066180110151,0.42575186343851473,0.4158066180110151,0.4219631850719452,460048000
2014-03-17,15.66333293914795,15.862000465393066,15.366666793823242,15.59866714477539,88689000,16.46590312742391,16.536732981913513,16.408176396072168,16.43594741821289,199544800,18.785999298095703,18.9424991607666,18.743999481201172,18.75200080871582,46060000,67.7070477505912,68.47170306368211,66.15787161803412,68.2631607055664,52197000,29.15250998422017,29.59304210426111,29.124326666481945,29.470176696777344,86808163,31.680895922776497,32.10720735007952,31.58894558642598,31.8062801361084,20479600,0.42314714353302363,0.42622544117738687,0.4214896073330731,0.4219631850719452,299656000
