Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,NVDA,NVDA,NVDA,NVDA,NVDA,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,17.235791451979534,17.2776647609515,17.12226737529361,17.156696319580078,234684800,30.988770178711547,31.030257009835,30.78134868309768,30.831130981445312,30632200,27.59353697352672,27.65018476601493,27.415426902639467,27.5356502532959,73129082,0.375278280933405,0.37669265619855136,0.3705637341841375,0.37386390566825867,260092000,5.240142822265625,5.251142978668213,5.154285907745361,5.183143138885498,123256000,54.4940615028709,54.881671388259356,53.85797956205477,54.374794006347656,43195500,19.940000534057617,19.968000411987305,19.701000213623047,19.898500442504883,42756000
2014-01-03,17.148332259893632,17.174385894378766,16.76278385796642,16.779844284057617,392467600,30.864318413509853,30.88091251254678,30.366504937404393,30.623708724975586,31134800,27.582156102051258,27.629898388742816,27.33305017898643,27.334781646728516,66917888,0.37457105897701637,0.3752782465447864,0.3682064270689113,0.3693850636482239,259332000,5.199999809265137,5.249570846557617,5.184286117553711,5.187142848968506,108171000,54.68289633589009,55.30903742663202,54.19589686724085,54.22571563720703,38246200,19.914499282836914,20.135499954223633,19.81100082397461,19.82200050354004,44204000
2014-01-06,16.670350640630506,16.96036295024438,16.550932637956983,16.8713436126709,412610800,30.573922723862655,30.607110917915787,29.959956958881637,29.976551055908203,43603700,27.532929471638443,27.67764153391479,27.37040450817628,27.63954734802246,71037271,0.37315683246803977,0.37716422091455587,0.3696209213217659,0.37433549761772156,409492000,5.189000129699707,5.2044291496276855,5.047571182250977,5.136713981628418,155015000,54.08657461012352,56.90917448726504,53.71884260886683,56.849544525146484,68852600,19.792499542236328,19.850000381469727,19.42099952697754,19.681499481201172,63412000
2014-01-07,16.883443155480222,16.93431135449659,16.684931615636376,16.750688552856445,317209200,30.14249859688692,30.27524825097582,30.04293398256919,30.208871841430664,35802800,27.829529043389844,28.19292131432382,27.734538903151073,28.172388076782227,102486711,0.37810704180016064,0.38187869082335674,0.37551405768501667,0.3804643154144287,333288000,4.968429088592529,4.969857215881348,4.815286159515381,4.849999904632568,361676000,57.34647502157128,58.19126558690984,56.869416418533945,57.56512451171875,77207400,19.75200080871582,19.923500061035156,19.714500427246094,19.901500701904297,38320000
2014-01-08,16.712523733301353,16.921891908376203,16.708803207937855,16.85675621032715,258529600,29.868693121565,29.984848643970988,29.520226554347033,29.669567108154297,59971700,28.34901551362979,28.381669026309478,28.034602555866844,28.23101806640625,90036218,0.3818787172604201,0.38753619118687527,0.38046434175357635,0.3856503665447235,308192000,4.810429096221924,4.94257116317749,4.80742883682251,4.871285915374756,200011000,57.24708886781894,58.05212744122584,56.87935688351825,57.87322998046875,56682400,19.923500061035156,20.149999618530273,19.802000045776367,20.09600067138672,46330000
2014-01-09,16.960359225278548,16.962221145177637,16.60520960011388,16.64150047302246,279148800,29.769134598805916,29.794024166032884,29.37088569816983,29.478742599487305,36516300,28.285687339460058,28.30498164922738,27.843382574306048,27.959152221679688,83692529,0.37975718361361605,0.3804643714221844,0.3700923772329221,0.371271014213562,292172000,4.882429122924805,4.914000034332275,4.785714149475098,4.815000057220459,170072000,58.29065791178114,58.59875614147176,56.302911743145124,56.86941909790039,92253300,20.18549919128418,20.344499588012695,19.922000885009766,20.050500869750977,42060000
2014-01-10,16.74417422777674,16.774261473431984,16.473702097836902,16.53046417236328,304976000,29.785728545848194,29.993150045011483,29.661274380349862,29.901884078979492,40548800,28.17783181329073,28.17783181329073,27.761500968051177,27.95766830444336,86061375,0.3724496557471941,0.37504264027574635,0.36749936912762304,0.37079954147338867,218492000,4.829570770263672,4.837714195251465,4.721857070922852,4.744856834411621,162379000,56.779971920022106,57.94280164060947,56.710401105525,57.58500671386719,42449500,20.12649917602539,20.187999725341797,19.690000534057617,19.882999420166016,53590000
2014-01-13,16.43647313669597,16.826982616436627,16.43554217688561,16.616994857788086,378492800,29.86039780977287,29.885287374703015,28.897962264132822,29.02241325378418,45901900,27.865896714697254,28.37152892866394,27.63583880277702,27.779563903808594,97118665,0.3707994094337883,0.3731566825844727,0.36137031683105075,0.3620775043964386,243332000,4.730429172515869,4.980999946594238,4.730429172515869,4.81157112121582,272370000,57.55519001110856,57.89310701054845,55.04069232756537,55.56744384765625,63010900,19.89900016784668,19.98900032043457,19.422500610351562,19.548999786376953,56898000
